pid,ProductId,Post_Review,Platform,Rating,Date,Helpful,Label
1,B001REEG6C,Hey guysI got this little cute otter for my daughter for Christmas she is 8 weeks old its ssooo soothing the music is sssoo nice n soft and just at the right volume the belly moves in and out and the belly lights up and its not too bright it's just enough soon as I put it on within minutes my baby girl is sound asleep it plays for half an hour enough time to put her in a nice soothing sleep till her next feed it calms her when she gets upset it's amazing I recommend for every parent to get 1 of these can not recommend enough fantastic product,Instagram,5,01-01-20,9,1
2,B001REEG6C,"I really like this and I'm glad I bought it for my daughter, who is 7 months, the only reason I haven't 5 starred it is because to change the settings you have to open the velcro and it sooo noisy that it disturbs her, seems counterproductive. If it had poppers maybe? If you preselect something you can just press its tummy to turn it on, so it's not the end of the world, still a lovely bedtime routine aid with plenty of different sounds and the breathing in and out tummy movements are a nice touch.",Flipcart,4,04-01-21,5,1
3,B001REEG6C,"This was a Christmas gift for my 4 month old grandson and he loved it. He obviously isn't playing with toys at the moment but he was smiling at the light and reaching out to touch it as well as grabbing and releasing the fur, and he stopped crying when the music was turned on. I love all of the options you can choose via the battery unit inside, you can have the light, music, white noise and breathing effect on or off you can also set it so the music goes off after 30 minutes. Great buy, good value for money and I highly recommend it.",Amazon,5,25-12-20,3,1
4,B000J0HIT2,"Couldn't be without it! Our little one would easily wake in her sleep so I'd be up god knows how many times in the night, but the white noise function soothes her when she stirs straight back to sleep! Really cute Otter design, super soft and snuggly. Easy to use and any hard bits are cushioned by the outer teddy so perfect for being in a cot with babies.",Flipcart,5,22-05-20,6,1
5,B0037LW78C,"4 week old granddaughter falls asleep watching the light and listening to the heartbeat very quick as it's almost hypnotic. If I'm honest I sometimes use it on heartbeat to fall asleeo to, on a bad, potentially sleepless night.",Amazon,5,10-03-20,6,1
6,B0037LW78C,Absolutely love this! For our new born who is due any day now! Plays a soothing tune and its belly goes up and down like its breathing :-) cute as anything! We love otters so this was perfect.,Facebook,5,22-11-22,5,1
7,B0037LW78C,"I was a little reluctant to spend so much on this toy, however it’s paid for itself already in terms of settling baby, and my baby is only 8 days old! I love the heartbeat mode, my baby is too young to be very interested in the fact it lights up and moves, but the sound is clearly very reassuring and settles him to sleep swiftly... as a bonus it also settled my husband and I into a quick sleep too!",Twitter,5,26-02-21,1,1
8,B0037LW78C,Really love this little otter and so do my 2 kids (9 months and 3 years) it’s adorable. The sound of the music is gentle and so is the light. It’s so peaceful and I almost feel like it’s soothing me to sleep 😴 I bought this as a gift for a new baby in the family and kept it 😅 oops! I will purchase another for baby!! 👌🏼☺️ Tried and tested gift 💝,Instagram,5,26-09-20,3,1
9,B0037LW78C,"A lot smaller than i thought it would be but great grandson loves it, apart from the breathing noise, it is a bit disturbing and the little one deosn't like that part. Other than that successfully gets him back to sleep in the middle of the night if he wakes.",Flipcart,5,09-02-21,1,1
10,B0026Y3YBK,"I. Love. This.It’s so incredibly soft and squishy. The 4 buttons in the back give you all the options you need (light, breathing, white noise, music). The songs are soothing, the white noise doesn’t just sound like a broken old hoover and the motor for the breathing isn’t too loud either. I think I might steal it from my baby and cuddle it myself :D",Amazon,5,28-12-20,1,1
11,B0026Y3YBK,"I Purchased 2, 1 for my Niece and 1 for my god daughter both born recently.. both parents are in love with it.. really works and smooths restless bubba's to sleep so I get brownie points on both fronts!",Flipcart,5,13-11-20,1,1
12,B003SE19UK,"Can't get the other to play sounds for more than a few seconds, nothing in the instruction manual addresses this so I don't know if ours is faulty or what. Really quite upset and disappointed",Amazon,1,03-12-22,2,1
13,B003SE19UK,"The volume is so low even on the loudest setting, even if you hold it to your ear you can't listen the breathing/ heartbeat sounds. It was a gift to someone and unfortunately I can't return it now, waste of money!! It's used just as a soft toy now, could have just bought a soft toy and would have cost much less.",Facebook,1,22-12-20,1,0
14,B003SE19UK,My little girl is 3 weeks old and has loved the sounds this otter makes. The fur is so soft and the sounds are great! My daughter settles much better with these sounds. I highly recommend this,Twitter,5,19-01-21,1,0
15,B003SE19UK,"It is super cute, does all it is supposed to, I personally love it! However my baby is afraid of it (she is 10mo) at night but loves to play with it during the day (she understands how to turn it on and off by pressing the belly).",Instagram,4,22-12-20,,1
16,B003SE19UK,"Bought a few weeks ago for my grand baby who would not settle sleeping away from mummy, lovely size and mimics breathing, it has other settings but this is the one she preferred.",Flipcart,5,16-02-21,,1
17,B003SE19UK,What a great toy! Our daughter loves it and helps her sooth her to sleep. Watching her stroking it is adorable and really helps her settle.,Amazon,5,23-08-20,1,1
18,B003SE19UK,We buying it for our newborn babies 👶Is lovely 😍 price as well - great .  At this moment every night our babies nice sleepy.,Flipcart,5,11-02-21,2,1
19,B003SE19UK,"I bought this as a Christmas present for my 6 month old Grandson, we have changed the batteries but his belly has stopped working. He absolutely loves it but now after not even a month it’s developed a fault. How do i get a replacement?",Amazon,2,23-01-21,1,1
